factor,rms_cm,max_cm,stable
0.7,7.769110624749883,7.786737927373258,True
0.8,5.366492312524762,5.385443711514775,True
0.9,3.0945225861230896,3.1189539094791803,True
1.0,1.6461179192978515,1.6800705637895839,True
1.1,2.866393696597757,2.8845327606558873,True
1.2,5.109610669568835,5.119470740327581,True
1.3,7.509688860280797,7.516322964633297,True
1.4,9.95422785712882,9.959256933345353,True
