delay_ms,rms_cm,max_cm,stable
10.0,1.6461179192978515,1.6800705637895839,True
11.0,1.6461179192978515,1.6800705637895839,True
12.0,1.6461179192978515,1.6800705637895839,True
13.0,1.6461179192978515,1.6800705637895839,True
14.0,1.6461179192978515,1.6800705637895839,True
15.0,inf,inf,False
16.0,inf,inf,False
17.0,inf,inf,False
