tau_ms,rms_cm,max_cm,stable
30.0,1.6460893186898626,1.6800044215514125,True
35.0,1.6460863047372147,1.6799878155530912,True
40.0,1.6460979126596327,1.6799720424877176,True
45.0,5.138901129903133,5.507134546650469,True
50.0,12.295300353481945,12.97588842911494,True
55.0,inf,inf,False
60.0,inf,inf,False
65.0,inf,inf,False
