config,delay_s,controller,perturbed,rms_cm,max_cm,crashed,crash_time,solve_ms_mean,solve_ms_max,residual_vz_mean,residual_vz_std,thrust_correction_mean,thrust_correction_max_abs,elapsed_s
baseline,0.0,nominal,False,1.6461179192978515,1.6800705637895839,False,,4.5194244384765625,324.09095764160156,nan,nan,nan,nan,7.009348154067993
nominal_perturbed,0.0,nominal,True,1.6461179192978515,1.6800705637895839,False,,4.36018721262614,77.80885696411133,nan,nan,nan,nan,6.7726075649261475
ff_residual_perturbed,0.0,ff_residual,True,1.6425075426339257,1.6768322096702284,False,,4.479300340016683,73.77052307128906,0.0002773709444084002,0.002749915365026772,-0.03671034760623501,5.0,6.929668426513672
nominal_perturbed,0.005,nominal,True,1.6461179192978515,1.6800705637895839,False,,4.360966523488362,75.29473304748535,nan,nan,nan,nan,6.768035411834717
ff_residual_perturbed,0.005,ff_residual,True,1.6425075426339257,1.6768322096702284,False,,4.498465855916341,74.29146766662598,0.0002773709444084002,0.002749915365026772,-0.03671034760623501,5.0,6.955387353897095
nominal_perturbed,0.01,nominal,True,1.6461179192978515,1.6800705637895839,False,,4.398153622945149,77.68535614013672,nan,nan,nan,nan,6.829676628112793
ff_residual_perturbed,0.01,ff_residual,True,1.6425075426339257,1.6768322096702284,False,,4.482200622558594,70.89018821716309,0.0002773709444084002,0.002749915365026772,-0.03671034760623501,5.0,6.935594797134399
nominal_perturbed,0.014,nominal,True,1.6461179192978515,1.6800705637895839,False,,4.4115339914957685,73.54235649108887,nan,nan,nan,nan,6.85623025894165
ff_residual_perturbed,0.014,ff_residual,True,1.6425075426339257,1.6768322096702284,False,,4.510328769683838,72.01838493347168,0.0002773709444084002,0.002749915365026772,-0.03671034760623501,5.0,6.97652006149292
